"Id","MSZoning","LotArea","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","Electrical","2ndFlrSF","GrLivArea","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolQC","SaleCondition","SalePrice","stFlrSF","Baths"
1177,"RL",6951,"CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","5",1984,1985,"Gable","CompShg","None",0,"TA","TA","No","ALQ",658,"Unf",876,"TA","SBrkr",0,923,"TA",5,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",119500,923,2
1178,"RM",3950,"Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin","6","8",1926,2004,"Gable","CompShg","None",0,"TA","TA","No","Rec",468,"Unf",818,"TA","SBrkr",406,1224,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA","N","None","Normal",115000,818,1
1179,"RL",7681,"FR2","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin","5","6",1921,1950,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",731,"Ex","SBrkr",523,1343,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,"Fa","TA","Y","None","Normal",154900,820,1.5
1180,"RL",8335,"Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","5",1954,1954,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"Gd","SBrkr",0,1124,"TA",5,"Min2",1,"Gd","None","None",0,"None","None","N","None","Normal",93000,1124,1
1181,"RL",11170,"Corner","Gtl","Timber","Norm","Norm","1Fam","2Story","7","5",1990,1991,"Gable","CompShg","None",0,"Gd","TA","No","LwQ",1216,"Unf",1216,"Ex","SBrkr",1216,2514,"TA",8,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",250000,1298,2.5
1182,"RM",5587,"Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story","8","5",2008,2008,"Hip","CompShg","Stone",186,"Ex","TA","Gd","GLQ",1480,"Unf",1600,"Ex","SBrkr",0,1652,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Partial",392500,1652,3.5
1184,"RL",10800,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","5","6",1920,1950,"Hip","CompShg","None",0,"TA","TA","No","Rec",821,"Unf",1120,"Ex","SBrkr",0,1130,"TA",5,"Typ",1,"Gd","Detchd","Unf",2,"TA","TA","Y","None","Normal",120000,1130,2
1185,"RL",35133,"Inside","Mod","Timber","Norm","Norm","1Fam","1Story","5","4",1963,1963,"Hip","CompShg","BrkFace",226,"TA","TA","Gd","Rec",1159,"Unf",1572,"Gd","SBrkr",0,1572,"TA",5,"Typ",2,"TA","2Types","RFn",3,"TA","TA","Y","None","Normal",186700,1572,2.5
1186,"RL",9738,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","5","7",1924,1950,"Gable","CompShg","None",0,"TA","TA","No","BLQ",392,"Unf",784,"Gd","SBrkr",272,1221,"TA",7,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",104900,949,2
1187,"RL",10615,"Corner","Mod","OldTown","Artery","Artery","2fmCon","2Story","3","5",1900,1970,"Gable","CompShg","None",0,"Fa","TA","Mn","BLQ",440,"Unf",978,"TA","SBrkr",685,1699,"TA",7,"Typ",0,"None","CarPort","Unf",2,"Fa","Fa","Y","None","Abnorml",95000,1014,3
1188,"RL",12461,"Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story","8","5",1994,1995,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",1456,"Unf",1624,"Ex","SBrkr",0,1624,"Gd",5,"Typ",1,"Fa","Attchd","RFn",3,"TA","TA","Y","None","Normal",262000,1624,3
1189,"RL",8935,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2002,2002,"Gable","CompShg","BrkFace",95,"Gd","TA","No","Unf",0,"Unf",831,"Ex","SBrkr",829,1660,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",195000,831,2.5
1190,"RL",7500,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",1999,1999,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",994,"Gd","SBrkr",776,1804,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",189000,1028,2.5
1191,"RL",32463,"Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story","4","4",1961,1975,"Gable","CompShg","Stone",149,"TA","TA","Av","BLQ",1159,"Unf",1249,"Ex","SBrkr",0,1622,"TA",7,"Typ",1,"TA","2Types","Fin",4,"TA","TA","Y","None","Normal",168000,1622,2
1192,"FV",2645,"Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story","8","5",1999,2000,"Gable","CompShg","BrkFace",456,"Gd","TA","No","Unf",0,"Unf",776,"Ex","SBrkr",677,1441,"Gd",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",174000,764,2.5
1193,"RM",9600,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","5","8",1925,1994,"Gambrel","CompShg","None",0,"TA","TA","Mn","Unf",0,"Unf",702,"Gd","SBrkr",630,1472,"Gd",6,"Typ",0,"None","Detchd","Unf",1,"TA","Fa","P","None","Normal",125000,842,1
1194,"RM",4500,"FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5",1999,1999,"Hip","CompShg","BrkFace",425,"Ex","TA","No","GLQ",883,"Unf",1224,"Ex","SBrkr",0,1224,"TA",5,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",165000,1224,3
1195,"RL",9364,"Corner","Gtl","Sawyer","Norm","Norm","1Fam","2Story","6","7",1969,1969,"Gable","CompShg","Stone",143,"TA","TA","No","ALQ",371,"Unf",663,"TA","SBrkr",689,1352,"TA",7,"Typ",0,"None","Attchd","Fin",1,"TA","TA","Y","None","Normal",158000,663,1.5
1196,"RL",8029,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2005,2005,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",728,"Ex","SBrkr",728,1456,"Gd",8,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",176000,728,2.5
1197,"RL",14054,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2006,2006,"Gable","CompShg","None",0,"Gd","TA","Av","Unf",0,"Unf",879,"Ex","SBrkr",984,1863,"Gd",9,"Typ",1,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Partial",219210,879,2.5
1198,"RM",8850,"Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","7","6",1916,1950,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",815,"Ex","SBrkr",875,1690,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA","Y","None","Normal",144000,815,1
1199,"RL",9100,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2001,2001,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",1212,"Ex","SBrkr",0,1212,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",178000,1212,2
1200,"RL",11235,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","4","5",1963,1979,"Gable","CompShg","BrkFace",51,"TA","TA","No","Rec",547,"Unf",1051,"Gd","SBrkr",0,1382,"TA",6,"Typ",1,"Po","Attchd","Unf",2,"TA","TA","Y","None","Normal",148000,1382,1.5
1201,"RL",9353,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","5",1970,1970,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",864,"Gd","SBrkr",0,864,"TA",5,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Abnorml",116050,864,1
1202,"RL",10400,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",1998,1998,"Gable","CompShg","None",0,"Gd","TA","Av","Unf",0,"Unf",866,"Ex","SBrkr",913,1779,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",197900,866,2.5
1203,"RM",6000,"Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","8",1925,1997,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",884,"Ex","SBrkr",464,1348,"TA",5,"Typ",1,"Fa","Detchd","Unf",1,"TA","TA","N","None","Normal",117000,884,2
1204,"RL",9750,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2000,2001,"Gable","CompShg","BrkFace",171,"Gd","TA","No","Unf",0,"Unf",1630,"Ex","SBrkr",0,1630,"Gd",6,"Typ",1,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",213000,1630,2
1205,"RL",10140,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","5","6",1975,1975,"Gable","CompShg","None",0,"Gd","TA","No","ALQ",788,"Unf",1056,"Ex","SBrkr",0,1074,"TA",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",153500,1074,2.5
1206,"RL",14684,"CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","7",1990,1991,"Hip","CompShg","BrkFace",234,"Gd","TA","Mn","ALQ",485,"BLQ",2158,"Gd","SBrkr",0,2196,"Gd",7,"Typ",1,"TA","Attchd","RFn",3,"TA","TA","Y","None","Normal",271900,2196,2
1207,"RH",8900,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","4","4",1966,1966,"Gable","CompShg","None",0,"TA","TA","No","Rec",1056,"Unf",1056,"TA","SBrkr",0,1056,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Normal",107000,1056,2
1208,"RL",9135,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","6","5",2003,2003,"Gable","CompShg","BrkFace",120,"Gd","TA","Av","GLQ",340,"Unf",1682,"Ex","SBrkr",0,1700,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",2e+05,1700,3
1209,"RL",7763,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7",1962,1980,"Gable","CompShg","None",0,"TA","TA","No","Rec",504,"BLQ",931,"TA","SBrkr",0,1283,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",140000,1283,2
1210,"RL",10182,"CulDSac","Gtl","Somerst","RRNn","Norm","1Fam","1Story","8","5",2006,2006,"Hip","CompShg","Stone",420,"Ex","TA","Mn","GLQ",1220,"Unf",1660,"Ex","SBrkr",0,1660,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Partial",290000,1660,3
1211,"RL",11218,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5",1992,1992,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",1055,"Ex","SBrkr",790,1845,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",189000,1055,2.5
1212,"RL",12134,"Inside","Mod","Gilbert","Norm","Norm","1Fam","1.5Fin","8","7",1988,2005,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",427,"Unf",559,"Gd","SBrkr",672,1752,"TA",8,"Typ",0,"None","Basment","RFn",2,"TA","TA","Y","None","Normal",164000,1080,2
1213,"RL",9340,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","6",1941,1950,"Hip","CompShg","None",0,"TA","TA","No","Rec",344,"Unf",672,"TA","SBrkr",0,672,"TA",4,"Typ",0,"None","Attchd","Unf",1,"TA","TA","N","None","Normal",113000,672,2
1214,"RL",10246,"CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl","4","9",1965,2001,"Gable","CompShg","None",0,"TA","Gd","Av","GLQ",648,"Unf",648,"Ex","SBrkr",0,960,"TA",3,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",145000,960,1.5
1215,"RL",10205,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer","5","5",1962,1962,"Gable","CompShg","None",0,"TA","TA","Av","BLQ",784,"Unf",925,"TA","SBrkr",0,999,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",134500,999,2
1216,"RL",7094,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5",1966,1966,"Gable","CompShg","None",0,"TA","TA","No","Rec",180,"LwQ",894,"TA","SBrkr",0,894,"TA",5,"Typ",0,"None","Detchd","RFn",1,"TA","TA","Y","None","Normal",125000,894,1
1217,"RM",8930,"Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin","6","5",1978,1978,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"TA","SBrkr",584,1902,"TA",8,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",112000,1318,2
1218,"FV",8640,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5",2009,2009,"Gable","CompShg","Stone",72,"Gd","TA","Mn","GLQ",936,"Unf",1300,"Ex","SBrkr",0,1314,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Partial",229456,1314,3
1219,"RM",6240,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","4","5",1947,1950,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"Gd","SBrkr",240,912,"TA",3,"Typ",0,"None","None","None",0,"None","None","N","None","Normal",80500,672,1
1220,"RM",1680,"Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","6","5",1971,1971,"Gable","CompShg","BrkFace",236,"TA","TA","No","Unf",0,"Unf",672,"TA","SBrkr",546,1218,"TA",7,"Typ",0,"None","None","None",0,"None","None","N","None","Abnorml",91500,672,1.5
1221,"RL",7800,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1964,1964,"Gable","CompShg","None",0,"TA","TA","No","Rec",312,"LwQ",912,"TA","SBrkr",0,912,"TA",5,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Abnorml",115000,912,1
1222,"RL",8250,"Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","5","5",1968,1968,"Hip","CompShg","None",0,"TA","TA","No","BLQ",250,"LwQ",952,"Ex","SBrkr",0,1211,"TA",5,"Typ",1,"TA","Attchd","Unf",1,"TA","TA","Y","None","Normal",134000,1211,1
1223,"RL",10496,"Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin","6","6",1949,1950,"Gable","CompShg","BrkFace",320,"TA","TA","Mn","Rec",196,"Unf",1040,"Ex","SBrkr",678,1846,"TA",7,"Typ",1,"Gd","Attchd","Unf",1,"TA","TA","Y","None","Normal",143000,1168,2
1224,"RL",10680,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","3",1951,1951,"Hip","CompShg","BrkFace",44,"TA","Fa","No","LwQ",756,"Unf",2136,"TA","FuseA",0,2136,"TA",7,"Mod",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",137900,2136,2
1225,"RL",15384,"Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","7","5",2004,2005,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",724,"Unf",788,"Ex","SBrkr",702,1490,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",184000,788,3.5
1226,"RL",10482,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","6","8",1958,1958,"Hip","CompShg","BrkFace",63,"TA","TA","Av","GLQ",507,"Unf",588,"Ex","SBrkr",0,1138,"TA",6,"Typ",0,"None","Attchd","RFn",1,"TA","TA","Y","None","Normal",145000,1138,1.5
1227,"RL",14598,"CulDSac","Gtl","Somerst","Feedr","Norm","1Fam","2Story","6","5",2007,2007,"Gable","CompShg","Stone",74,"Gd","TA","Mn","Unf",0,"Unf",894,"Ex","SBrkr",1039,1933,"Gd",9,"Typ",1,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Normal",214000,894,2.5
1228,"RL",8872,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","8",1965,2008,"Gable","CompShg","BrkFace",300,"TA","TA","No","ALQ",595,"Unf",912,"Ex","SBrkr",0,912,"Gd",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",147000,912,2
1229,"RL",8769,"Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","9","5",2008,2008,"Hip","CompShg","BrkFace",766,"Ex","TA","No","GLQ",1540,"Unf",1702,"Ex","SBrkr",0,1702,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA","Y","None","Partial",367294,1702,2.5
1230,"RL",7910,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","5","5",1960,1960,"Hip","CompShg","None",0,"TA","TA","No","ALQ",666,"Unf",1075,"Gd","SBrkr",0,1507,"TA",7,"Maj1",0,"None","Basment","Unf",1,"TA","TA","Y","None","Normal",127000,1507,2
1231,"RL",18890,"Inside","Gtl","Sawyer","Feedr","RRAe","Duplex","1.5Fin","5","5",1977,1977,"Shed","CompShg","None",1,"Gd","TA","No","GLQ",498,"Rec",1361,"Ex","SBrkr",1259,2620,"TA",12,"Typ",1,"TA","BuiltIn","RFn",2,"TA","TA","N","None","Normal",190000,1361,3
1232,"RL",7728,"Inside","Gtl","NAmes","Norm","Norm","Duplex","SLvl","5","6",1962,1962,"Hip","CompShg","BrkFace",120,"TA","TA","Av","ALQ",803,"Unf",1106,"TA","SBrkr",0,1190,"TA",6,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",132500,1190,2
1233,"RL",9842,"FR2","Gtl","NAmes","Norm","Norm","Duplex","1Story","4","5",1962,1962,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"TA","SBrkr",0,1224,"TA",6,"Typ",0,"None","CarPort","Unf",2,"TA","TA","Y","None","Normal",101800,1224,2
1234,"RL",12160,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1959,1959,"Hip","CompShg","BrkFace",180,"TA","TA","No","Rec",1000,"Unf",1188,"Fa","SBrkr",0,1188,"TA",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Abnorml",142000,1188,2
1235,"RH",8525,"Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story","5","6",1911,1950,"Gable","CompShg","None",0,"TA","TA","Av","Unf",0,"Unf",940,"TA","FuseA",940,1964,"TA",7,"Typ",0,"None","None","None",0,"None","None","N","None","Abnorml",130000,1024,1.5
1236,"RL",13132,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story","5","5",1914,1950,"Gable","CompShg","None",0,"Gd","TA","Mn","Unf",0,"Unf",747,"Gd","FuseF",892,1784,"TA",9,"Typ",0,"None","Detchd","Unf",1,"Fa","Fa","N","None","Normal",138887,892,1.5
1237,"RL",2628,"Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story","7","5",2003,2003,"Gable","CompShg","Stone",106,"Gd","TA","No","Unf",0,"Unf",764,"Ex","SBrkr",862,1626,"Gd",6,"Typ",0,"None","BuiltIn","RFn",2,"TA","TA","Y","None","Normal",175500,764,2.5
1238,"RL",12393,"FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2004,2005,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",847,"Ex","SBrkr",1101,1948,"Gd",8,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",195000,847,2.5
1239,"RL",13072,"Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5",2005,2005,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",1141,"Ex","SBrkr",0,1141,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Abnorml",142500,1141,1.5
1240,"RL",9037,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","8","5",2006,2006,"Hip","CompShg","BrkFace",32,"Gd","TA","Av","GLQ",428,"Unf",1476,"Ex","SBrkr",0,1484,"Ex",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",265900,1484,2
1241,"RL",8158,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2003,2003,"Gable","CompShg","BrkFace",252,"Gd","TA","No","GLQ",550,"Unf",884,"Ex","SBrkr",884,1768,"Gd",8,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",224900,884,3.5
1242,"RL",9849,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","6",2007,2007,"Hip","CompShg","Stone",0,"Gd","TA","Av","Unf",0,"Unf",1689,"Ex","SBrkr",0,1689,"Gd",7,"Typ",0,"None","Attchd","RFn",3,"TA","TA","Y","None","Partial",248328,1689,2
1243,"RL",10625,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer","7","6",1974,1974,"Gable","CompShg","BrkFace",81,"Gd","TA","Gd","GLQ",885,"LwQ",1053,"TA","SBrkr",0,1173,"Gd",6,"Typ",2,"TA","Attchd","RFn",2,"TA","TA","Y","None","Family",170000,1173,3
1244,"RL",13891,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","10","5",2006,2006,"Gable","CompShg","None",0,"Ex","Gd","Gd","GLQ",1386,"Unf",2076,"Ex","SBrkr",0,2076,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA","Y","None","Partial",465000,2076,3.5
1245,"RL",11435,"Corner","Mod","Crawfor","Norm","Norm","1Fam","2Story","8","7",1929,1950,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",792,"Fa","SBrkr",725,1517,"Gd",7,"Typ",2,"Gd","Detchd","Unf",2,"TA","TA","Y","None","Normal",230000,792,1
1246,"RL",12090,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl","6","7",1984,2003,"Hip","CompShg","BrkFace",74,"Gd","TA","No","Unf",0,"Unf",585,"Ex","SBrkr",728,1868,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA","Y","None","Abnorml",178000,1140,3.5
1247,"FV",8125,"Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5",2005,2006,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",756,"Ex","SBrkr",797,1553,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Partial",186500,756,2.5
1248,"RL",12328,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl","6","5",1976,1976,"Gable","CompShg","BrkFace",335,"TA","TA","Av","GLQ",539,"Unf",1012,"TA","SBrkr",0,1034,"TA",6,"Typ",0,"None","Attchd","Unf",3,"TA","TA","Y","None","Normal",169900,1034,2
1249,"RM",9600,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","6","5",1917,1950,"Gable","CompShg","None",0,"Gd","TA","No","Rec",319,"Unf",735,"Fa","SBrkr",924,2058,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,"Fa","Fa","P","None","Normal",129500,1134,1.5
1250,"RL",7200,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7",1950,1950,"Gable","CompShg","None",0,"TA","TA","No","BLQ",534,"Rec",876,"TA","SBrkr",0,988,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",119000,988,1
1251,"RL",11160,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","7","5",1968,1968,"Hip","CompShg","None",0,"TA","TA","No","ALQ",1065,"Unf",2110,"Ex","SBrkr",0,2110,"Ex",8,"Typ",2,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",244000,2110,3.5
1252,"RL",3136,"Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","7","5",2003,2003,"Gable","CompShg","Stone",163,"Gd","TA","No","Unf",0,"Unf",1405,"Ex","SBrkr",0,1405,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",171750,1405,2
1253,"RL",9858,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","6",1968,1968,"Gable","CompShg","None",0,"TA","TA","No","BLQ",510,"Unf",864,"TA","SBrkr",0,874,"TA",5,"Typ",0,"None","Attchd","RFn",1,"TA","TA","Y","None","Normal",130000,874,2
1254,"RL",17542,"Inside","Gtl","Veenker","Norm","Norm","1Fam","2Story","7","7",1974,2003,"Gable","CompShg","None",0,"TA","TA","Gd","LwQ",125,"ALQ",1192,"TA","SBrkr",651,2167,"Gd",9,"Typ",2,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",294000,1516,3.5
1255,"RL",6931,"Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story","7","5",2003,2004,"Gable","CompShg","Stone",92,"Gd","TA","No","Unf",0,"Unf",746,"Ex","SBrkr",896,1656,"Gd",7,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",165400,760,2.5
1256,"RM",6240,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","6",1931,1950,"Gable","CompShg","None",0,"TA","Fa","No","LwQ",425,"Unf",884,"TA","FuseA",408,1367,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA","Y","None","Normal",127500,959,1
1257,"RL",14303,"Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story","8","5",1994,1994,"Hip","CompShg","BrkFace",554,"Gd","TA","Gd","GLQ",1314,"Unf",1986,"Ex","SBrkr",0,1987,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",301500,1987,3
1258,"RL",4060,"Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story","5","8",1922,1950,"Gable","CompShg","None",0,"Fa","TA","No","Unf",0,"Unf",864,"Ex","SBrkr",0,864,"TA",4,"Typ",0,"None","None","None",0,"None","None","Y","None","Normal",99900,864,1
1259,"RL",9587,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5",2005,2005,"Gable","CompShg","Stone",182,"Gd","TA","Gd","GLQ",655,"Unf",856,"Ex","SBrkr",0,1166,"Gd",5,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",190000,1166,3
1260,"RL",9750,"FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","8",1969,1969,"Gable","CompShg","None",0,"Gd","TA","No","ALQ",602,"LwQ",1054,"Gd","SBrkr",0,1054,"TA",6,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",151000,1054,2.5
1261,"RL",24682,"CulDSac","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","6","5",1999,1999,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",841,"Ex","SBrkr",783,1675,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",181000,892,2.5
1262,"RL",9600,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6",1956,1956,"Hip","CompShg","None",0,"TA","TA","No","Rec",504,"Unf",1050,"Gd","SBrkr",0,1050,"TA",5,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",128900,1050,1
